cluster_id,n_samples,n_features,accuracy,precision,recall,f1_score
0,5457,40,1.0,1.0,1.0,1.0
1,6439,40,0.9998446963814257,0.9996988858777477,1.0,0.9998494202680319
2,5701,40,1.0,1.0,1.0,1.0
3,7145,40,1.0,1.0,1.0,1.0
4,6946,40,1.0,1.0,1.0,1.0
