metric,value,n_samples,original_features,pca_components,poly_features,polynomial_degree,pca_time_seconds,poly_time_seconds,training_time_seconds
R2_log,0.05192029110721463,31688,384,50,1325,2,0.3471062183380127,0.3130648136138916,3.6766364574432373
MAE_log,0.6858530396174343,31688,384,50,1325,2,0.3471062183380127,0.3130648136138916,3.6766364574432373
RMSE_log,0.904655669920971,31688,384,50,1325,2,0.3471062183380127,0.3130648136138916,3.6766364574432373
MAE_original,2411.06944157854,31688,384,50,1325,2,0.3471062183380127,0.3130648136138916,3.6766364574432373
RMSE_original,9996.553667862514,31688,384,50,1325,2,0.3471062183380127,0.3130648136138916,3.6766364574432373
correlation,0.12586757065407603,31688,384,50,1325,2,0.3471062183380127,0.3130648136138916,3.6766364574432373
pca_variance_explained,0.5471501234771248,31688,384,50,1325,2,0.3471062183380127,0.3130648136138916,3.6766364574432373
